lsoa11,ah3h,ah3g,ah3e,ah3r,ah3ahah
E01025643,0.46504949,-0.127687992,0.017508769,-0.540228478,15.88364277
E01025644,1.182404345,0.069849039,0.113594015,-1.174541749,22.36115436
E01025645,1.392483079,-0.416507032,0.161995766,-1.279783099,21.97360621
E01025646,0.388753881,0.139045336,0.395584678,-0.031248333,21.46527168
E01025647,0.438535856,0.444738244,0.120368943,-0.36998649,21.49789591
E01025648,0.649648288,0.563016896,0.181351342,-0.697284272,24.11392027
E01025649,0.173475709,-0.037113777,0.268288544,-0.589987161,15.58466253
E01025650,0.215978665,-0.044982767,0.30649086,-0.515879461,16.29466331
E01025651,-0.69642242,0.446276613,0.341399989,0.170607902,19.65434529
E01025652,-0.064072018,-0.06409985,0.849229265,-0.36202721,18.99093132
E01025653,0.14325589,-0.441086815,1.00996922,-0.192874674,20.58806949
E01025654,-0.1400826,0.187879914,0.908969824,-0.112988414,21.96585718
E01025655,-0.045171841,0.050077696,0.832179057,-0.324447303,19.8544516
E01025656,-0.451869864,0.319504731,0.957671746,-0.228370427,21.8061351
E01025657,-0.184027121,-0.658983115,0.44479526,-0.499348314,12.47291859
E01025658,0.348811339,-1.186247123,0.167171189,0.441800343,17.95313509
E01025659,-0.381753947,0.161298612,0.06712701,0.329771771,17.09955303
E01025660,-0.094582028,-0.805118274,0.396783714,-0.532272804,12.17330141
E01025661,1.203048012,-0.234850309,0.284648565,-1.029803868,21.99834539
E01025662,1.147290047,-0.614676315,0.030103858,-0.783538714,19.02017531
E01025663,0.829684244,-0.59627965,0.101555044,-0.730510567,17.08417125
E01025664,1.502862464,-0.719715181,0.019817347,-1.203311315,21.50840666
E01025665,1.203018239,-0.25619573,0.078257088,-0.724290564,21.11709028
E01025666,-0.428076546,0.077738222,0.992681267,-0.441095689,19.36805315
E01025667,0.555057546,-0.379791667,0.980547828,-0.50173604,22.64801073
E01025668,0.359401728,0.594453615,0.980547828,-0.823736481,28.11469892
E01025669,0.394426697,0.579078936,0.800597969,-0.756244758,26.78326903
E01025670,0.112757427,-0.747541986,0.642477622,0.191907037,18.59367465
E01025671,0.396036457,-0.283258982,0.479194161,-0.031935625,19.58794223
E01025672,0.283894526,-0.187344094,0.651683175,-0.176054014,19.77672687
E01025673,0.106912091,-0.170511277,0.744296955,0.312669722,22.09318414
E01025674,0.801197234,-0.054920147,0.63228359,-1.448520441,21.96264047
E01025675,0.194617119,-0.393317169,0.672558471,-1.411600876,15.86130342
E01025676,1.077440062,-0.154328589,0.377867282,-1.510413432,21.5494977
E01025677,0.525957423,-0.174627929,0.540963206,-1.49576124,18.27408957
E01025678,-0.164098579,-0.564107008,0.738503958,0.433263363,19.77648211
E01025679,-0.052203769,0.469216604,0.589884126,-0.331282971,21.80728598
E01025680,-0.373953545,0.268456947,0.794324732,0.114403241,21.93291635
E01025681,-0.115717368,-1.034889146,0.761506487,0.691815807,21.43966755
E01025682,-0.330913264,-0.691255169,0.560961867,0.650956352,19.0869051
E01025683,-0.529928921,-0.156454559,0.470994124,0.740418656,20.32773693
E01025684,-1.033419603,0.04655707,0.649625655,1.38643855,28.08400153
E01025685,0.610342706,0.203935402,0.245317425,-1.17787519,19.71530064
E01025686,0.615435307,0.009013086,0.261466686,-1.208016655,18.30995406
E01025687,1.772783784,-0.283014601,0.277306828,-1.512509147,26.91809598
E01025688,1.253688159,0.194570253,0.058611407,-1.389661602,23.47875886
E01025689,-0.099999354,-0.132448925,0.346193513,0.142429261,16.92069941
E01025690,0.446281122,0.278352981,0.570681585,-0.444263702,22.80149688
E01025692,-0.341735256,-0.203344819,0.54917108,0.238190626,17.60242051
E01025693,1.182426973,-0.352227158,0.433646657,-0.669130581,22.99891856
E01025695,0.571771992,0.073903661,0.787345577,-0.242724264,24.50156497
E01025696,0.11244308,-0.131868186,0.66806252,-0.057034136,19.56687615
E01025697,-0.008720035,-0.357376966,0.403927193,0.398224485,18.45982259
E01025698,0.068080468,-0.18926222,0.636796197,0.145200439,19.8286585
E01025699,-1.988844236,0.464985444,0.415102625,1.791115646,33.66819667
E01025700,-0.415251765,0.344982855,0.396661645,0.351611078,20.9687098
E01025701,-1.201293985,-0.031289106,0.363963186,0.918087789,20.49990774
E01025702,-0.167239286,-0.882635236,0.363943145,0.0169434,13.60603521
E01025703,-1.013771574,0.596690899,0.461284596,1.095117779,29.13782503
E01025704,-0.101358489,0.640851746,0.386337759,0.128147094,24.32500736
E01025705,-0.277051438,0.585409824,0.460349641,0.579970933,26.46483732
E01025706,0.137984281,0.481156522,0.518259861,0.079096211,24.46063218
E01025707,0.245261813,0.561485474,0.202175848,-0.668640765,21.0658207
E01025708,0.82371022,0.26336984,0.721210838,-0.859590884,25.96649326
E01025709,0.199055109,0.389191431,0.257703305,-0.482284068,19.5817074
E01025710,0.761467083,0.165262069,0.364022063,-0.706704723,22.13244565
E01025711,0.64856302,0.127683728,0.207644064,-0.344289591,20.7790449
E01025712,0.579815073,0.524337536,0.057685099,-0.229981104,23.75868225
E01025713,0.415170613,0.221086367,0.221639431,-0.08178381,20.89275798
E01025714,0.899017551,0.47705597,0.084655985,-0.656263252,24.64810039
E01025715,0.032671675,-0.17133901,0.265599723,-0.01802089,16.02082162
E01025716,0.100081263,-0.057067251,0.187513495,0.154279059,17.52752978
E01025717,0.896101435,0.323848963,0.217347431,-0.533714119,24.03427353
E01025718,-2.198838593,0.520473626,0.303331563,1.861132872,34.29328709
E01025719,-0.566842954,-0.022128536,0.269963449,0.471765249,17.36847809
E01025720,-1.510084473,0.60403168,0.256741962,1.999162145,36.51018072
E01025721,-0.885898033,-0.242645425,0.298568445,0.927706737,19.44053853
E01025722,-1.050777069,0.191721767,0.380315132,0.417921557,18.37967776
E01025723,-0.949492268,0.156199955,0.316212388,0.499977688,18.40785478
E01025724,-0.96861344,0.440733214,0.386935826,1.048302302,26.31294086
E01025725,0.044017895,-0.672988409,0.416897319,0.085489415,15.94795658
E01025726,0.417450203,-0.463320748,0.652294956,-1.274124345,17.28033923
E01025727,0.401907788,-0.031755639,0.387323525,-1.275476283,17.14414871
E01025728,0.531806115,0.14940468,0.280668562,-1.291586808,18.70697166
E01025729,0.777596435,0.017081169,0.177032378,-1.329785926,19.01592648
E01025730,1.253858693,-0.21740335,0.183705625,-1.091029455,21.76381538
E01025731,1.085844161,0.136870035,0.373185277,-0.890554861,24.17248279
E01025732,0.794057371,-0.202718359,0.342784056,-0.875781907,19.53070676
E01025733,0.402626865,-0.812540553,0.419423087,-0.757943982,15.23978968
E01025734,0.65158361,-0.716603694,0.243147263,-0.738597806,16.19088168
E01025735,0.802213714,-0.802802044,0.507572353,-1.075930241,18.66233097
E01025736,1.380117937,-0.923231251,0.417433627,-0.614591955,23.45305701
E01025737,1.014481478,-0.210007727,0.378003814,-1.149558921,21.10201924
E01025738,1.509259965,-0.733081923,0.146152543,-1.195086229,22.25245249
E01025739,0.695397064,-0.197459199,0.415989473,-0.661546344,19.70168361
E01025740,0.552159311,-0.280912626,0.489837579,-0.231250149,19.98774665
E01025741,0.241535264,-0.285873173,0.890265285,0.223539341,23.06261616
E01025742,0.200087405,-0.169357598,0.534310177,-0.01717425,19.11499647
E01025743,0.229386684,0.39891588,0.632053575,0.367101936,26.89223944
E01025744,0.812803073,0.140002935,0.061798012,-0.481256971,20.96090097
E01025745,0.421959595,0.496158054,0.348207016,0.158913374,25.96527396
E01025746,0.022369994,0.358729752,0.189933646,0.423160263,22.22705365
E01025747,0.214498493,0.453635723,0.109145639,0.119045366,22.06596547
E01025748,0.912451551,0.007329202,0.347489611,-0.883446224,21.70444108
E01025749,0.807510952,0.490721262,0.325267144,-1.196116825,24.78473451
E01025750,0.546614763,0.510133166,0.275073721,-1.139853131,22.5744222
E01025751,0.123204553,0.503025256,0.273364474,-0.814056239,19.73255444
E01025752,0.742003149,0.488356907,0.406468309,-0.339894429,26.49659115
E01025753,0.271422524,0.16737579,0.418831647,-0.009106602,21.06245313
E01025754,0.284795225,0.342666291,0.429495785,0.21244077,24.16435447
E01025755,0.12730378,0.258473133,0.505818593,0.509805178,24.83067398
E01025756,0.606668534,-0.061713984,0.562891453,0.374854885,25.52882979
E01025757,1.053404168,-0.841273314,0.417556367,-0.087268935,22.51130714
E01025758,0.989531237,-0.012986708,0.582167253,-0.447273697,24.90285107
E01025759,-0.100286039,0.157067832,0.524410821,0.893594786,25.9023039
E01025760,1.344512166,-0.541435789,0.188228848,-1.101034236,21.44484576
E01025761,1.345689278,-0.41528894,-0.058360658,-1.417391393,20.17722203
E01025762,0.213116803,0.6482514,0.872579477,-0.212991234,28.4624151
E01025763,-0.335776412,-0.137493527,0.753336561,0.182383266,19.20340395
E01025764,-0.62562223,0.578812334,0.829656697,-0.074948636,23.82563829
E01025765,-0.711105942,0.399963393,0.842035372,0.122810273,22.67965094
E01025766,0.583745518,-0.416910668,0.679160517,0.123453937,22.96820566
E01025767,0.161211869,0.222964468,0.759170059,-0.427169063,21.65921976
E01025768,1.810839395,-0.521140315,0.105577686,-1.612756393,25.29993315
E01025769,1.457779564,-0.742079814,0.278783041,-1.311369708,22.48153081
E01025770,1.770772415,-0.104322121,-0.48988111,-1.65575032,24.05747512
E01025771,1.419474092,-0.638825665,-0.425227589,-1.564672924,18.68120379
E01025772,0.923655277,0.372273934,-0.222426113,-0.606624334,22.28110722
E01025773,0.96251755,0.036584766,-0.25258198,-0.507753973,19.77786116
E01025774,0.855775226,0.242518098,-0.216862945,-0.630991768,20.45795944
E01025775,0.984356232,0.466163575,-0.165398396,-0.717738902,23.78867023
E01025776,0.712082473,0.211553027,-0.180047036,-0.402556578,19.78612957
E01025777,1.622525692,-0.394041484,-0.171829598,-1.328415182,22.5710274
E01025778,1.220011088,-0.226345851,-0.42642836,-1.701716772,18.11851082
E01025779,1.151256379,-0.224208623,-0.416535944,-1.740293734,17.56099078
E01025780,1.18850338,0.142874823,-0.380398532,-1.599347412,20.37989577
E01025781,1.339467102,-0.59009767,-0.27284143,-1.061266692,19.01103883
E01025782,0.724781126,-0.382651696,-0.214761809,-1.127900429,14.74236894
E01025783,1.441695545,-0.840027415,-0.27718694,-1.404420188,19.14573676
E01025784,1.462747893,-1.051508156,-0.423034106,-1.273244186,18.72796764
E01025785,1.241813485,0.667809132,-0.278082488,-1.585016385,26.97199368
E01025786,0.715980822,0.261007616,-0.349053682,-1.460769886,17.87894275
E01025787,0.54586344,0.110576137,-0.466805155,-1.48744663,14.79627072
E01025788,1.373383895,-1.241327701,-0.503390951,-1.36842912,17.33559853
E01025789,0.842475885,-0.505317982,-0.52460738,-0.716605044,14.86933737
E01025790,0.377470618,0.327928331,-0.163319821,0.182225857,20.98325458
E01025791,0.246845013,-0.049864642,-0.084039247,0.163660592,17.15697565
E01025792,-0.584199711,0.31745875,0.391625591,0.977363852,25.20133125
E01025793,0.583661615,0.635286612,0.233177742,-0.277365306,26.08256546
E01025794,-0.033529073,-0.892352102,-0.372766586,0.173932038,11.35093238
E01025795,-1.311167695,0.012303445,-0.380280151,1.63934977,24.12880936
E01025796,-0.384696976,0.214053487,-0.091922725,0.760327499,20.07582901
E01025797,0.69441849,-0.618480399,-0.309600228,-0.44026432,14.70654964
E01025798,0.015020786,0.196359144,-0.367196921,0.273872522,17.02339182
E01025799,0.170039312,0.191448361,-0.148122681,0.252827005,18.70056985
E01025800,0.120976689,0.285041102,-0.253782876,0.083846663,17.72436867
E01025801,-1.62093875,0.36909735,-0.480615093,1.578351676,26.07620873
E01025802,-0.248992994,-1.293558646,-0.410497387,0.279888949,10.46884961
E01025803,0.174070995,-0.512307958,-0.584288455,-0.001165833,11.87648356
E01025804,0.491291815,0.654148428,-0.571802835,-0.414346183,21.59186754
E01025805,0.804133638,0.809605464,-0.609747168,-0.653278377,25.87021272
E01025806,0.215277066,0.149095443,-0.480615093,0.059649686,16.25824101
E01025807,0.008765226,0.860085974,-0.54889113,-0.151717564,22.41579264
E01025808,1.439138854,-0.489778843,0.009840382,-1.163674773,21.45001863
E01025809,1.81324683,-0.631376737,-0.581748305,-1.519672625,22.31061291
E01025810,1.763015884,-0.043370789,-0.327311212,-1.650140778,24.88315643
E01025812,0.648041394,0.38617201,0.059599939,-0.978267115,20.88749791
E01025813,0.633224316,0.546073091,0.039424684,-1.006661974,22.43151995
E01025814,0.87328981,0.603852606,-0.241578882,-1.264201342,23.54916133
E01025815,1.965856717,-0.091905197,-0.497500384,-1.793087376,25.86882504
E01025816,2.120446576,0.536636653,-0.121609699,-1.54872745,34.2291991
E01025817,1.318306023,-0.636511195,-0.222325807,-1.09493113,18.85279054
E01025818,1.550604749,-0.532887755,-0.214127351,-1.319826611,21.27152338
E01025819,1.266963055,0.535218989,-0.173452184,-1.263221017,26.09254063
E01025820,1.12030251,0.871848709,-0.149292085,-1.196508205,30.12597771
E01025821,0.103411657,1.251880391,0.08689139,0.12843642,34.12799023
E01025822,0.488014742,0.771613241,0.058838232,-0.195021199,26.7029486
E01025823,0.425196853,0.884465809,0.053432879,-0.319180214,27.56030853
E01025824,0.182756494,0.549853566,0.087168388,0.02579158,22.33609897
E01025825,0.152830458,0.855021062,0.034811393,-0.14852637,25.5818128
E01025826,0.566598241,0.861690832,0.001362933,-0.395213603,27.75572894
E01025827,-0.154111723,0.148901736,0.29535679,0.271287054,19.02021264
E01025828,0.222352078,-0.139424735,0.270501434,0.075355286,17.98579429
E01025829,-0.150108524,-0.050893002,0.30306626,0.200789987,17.19084158
E01025830,-0.013582819,0.282543033,0.31124346,0.429466977,22.10919937
E01025831,-0.045367086,0.570410191,0.277006975,0.141588332,22.98792552
E01025832,0.592511604,-0.078258345,0.336615509,-0.215402025,20.28912491
E01025833,0.291783346,0.32263591,0.237399562,0.443380345,24.15165084
E01025834,0.18347028,0.291240443,0.315451688,0.209188459,22.04940541
E01025835,0.275911889,0.314252874,0.221753534,-0.061103117,20.76698729
E01025836,-0.381043058,0.616780246,0.250115841,0.491524429,24.26284772
E01025837,1.792272103,-0.993121309,-0.324231078,-1.722960832,22.10824972
E01025838,1.020961726,-0.338701456,-0.233171747,-1.22898628,17.0731568
E01025839,0.558273667,0.961654252,0.029306222,-0.18184863,30.46904352
E01025840,0.114012033,1.024868462,0.035600914,-0.018497702,29.12860604
E01025841,0.708609914,0.657566523,0.228209631,-0.528837594,26.57612564
E01025842,1.069885031,0.453314729,0.131371763,-0.439189457,26.48736599
E01025843,0.591586944,1.448146495,0.026101841,0.158319722,40.26443884
E01025844,0.708968669,0.799105695,0.08520281,0.39076148,32.41803287
E01025845,0.885082846,0.154298698,0.671288952,-1.285671223,24.58418018
E01025846,0.862552477,0.259312437,0.744865036,-1.103251573,26.09535497
E01025847,1.303880683,1.123377099,0.761669637,-1.25732213,42.45606868
E01025848,0.73627945,0.185130238,0.447106327,-1.281044306,21.91374196
E01025849,-0.542335447,0.594178359,0.340447405,0.803781817,26.60230214
E01025850,-1.41118724,0.29440951,0.335736866,0.475551802,19.04501684
E01025851,-0.226564801,0.04748417,0.282913548,0.588549437,20.11484965
E01025852,-1.185395875,0.80418375,0.34386291,1.746511426,37.91324549
E01025853,0.717172525,0.058442296,0.259774017,-0.20395823,21.71881807
E01025854,0.473185982,0.239428038,0.331401137,-0.078027873,22.29693766
E01025855,0.275286183,-0.082117676,0.297218552,0.590083207,22.42663622
E01025856,0.130444797,-0.181204432,0.245723435,0.596448288,20.54289755
E01025857,0.177925452,-0.198495724,0.269016046,0.711751873,21.89264543
E01025858,-0.432448266,0.489598946,0.34386291,1.511691017,32.68331313
E01025859,-0.011011984,-0.402679489,0.370479568,0.177203364,16.57882297
E01025860,0.470349692,-0.358483656,0.131190477,-0.198915028,16.6279654
E01025861,0.434680408,-0.036548472,0.279894261,0.072527981,20.27501212
E01025862,0.336075318,-0.20689524,0.244223367,-0.081442955,17.51576653
E01025863,0.053428868,-0.315672593,0.269114085,0.436134177,18.31807051
E01025864,0.587602225,0.25868876,0.122695205,-0.363663898,20.82810296
E01025865,0.012176799,-0.320723231,0.298271085,0.275734729,17.18300071
E01025866,0.399671471,0.21303027,0.292761378,-0.163995028,20.80579076
E01025867,0.16121899,0.359356454,0.351382014,0.076033921,22.01935389
E01025868,0.801139114,0.90115013,0.52831119,-0.791591214,32.93535091
E01025869,0.153186382,0.817561333,0.480149761,-0.96856639,25.69818319
E01025870,1.339074254,0.290033378,0.229286159,-1.344772961,26.2106088
E01025871,1.520994656,-0.265118905,0.434461837,-0.809905967,26.36615707
E01025872,0.695501211,0.02402314,0.247910825,-1.223557756,18.97036846
E01025873,1.190568997,-0.07867344,-0.004795959,-1.195694427,20.7794779
E01025874,0.388355755,0.67318227,-0.014458646,-1.331029842,21.58114069
E01025875,0.561210489,0.34221938,0.033757542,-1.310226085,19.22179428
E01025876,0.684425374,0.278564406,0.011949711,-1.367484486,19.43192467
E01025877,0.811653644,1.022424831,0.064923076,-1.291443829,31.48920818
E01025878,1.792649673,0.225008445,-0.038778052,-1.475251547,28.58491053
E01025879,1.068421996,0.96048429,0.104498142,-1.397446942,32.40693709
E01025880,0.715487364,0.962184106,0.407069361,-1.285857605,31.78979025
E01025881,1.250545644,-0.666497079,-0.046445903,-0.952228365,19.0902813
E01025882,1.738569308,-0.426790393,-0.268483588,-1.355635565,23.24758402
E01025883,1.070243028,-0.298378474,-0.252897533,-1.153250009,17.62860582
E01025884,1.085989915,-0.637668235,-0.273378991,-0.975265896,16.77026189
E01025885,0.898558586,-0.594191259,-0.133855142,-1.834157585,15.30003459
E01025886,0.520221026,-0.344091717,-0.110667895,-1.837475268,13.12414633
E01025887,1.916650647,-0.396684842,-0.393592576,-1.869737921,24.314268
E01025888,1.584890557,-1.304669198,-0.173913454,-1.300805338,20.60108472
E01025889,1.532717008,-0.7269095,-0.352099056,-1.278075872,20.09413235
E01025890,2.256984218,-0.709062615,-0.341497209,-1.880213207,26.2183429
E01025891,1.691458646,0.172983301,-0.201788866,-1.973762562,26.02313759
E01025892,2.033489648,-0.3529107,-0.251924579,-2.027281133,25.87604133
E01025893,0.102687652,-0.534831715,-0.264450231,0.075023068,12.7636211
E01025894,-1.256905757,0.363194208,-0.266611348,1.338079319,24.36001467
E01025895,0.133918055,-0.000395601,-0.383159407,-0.00994021,14.50413491
E01025896,0.25392654,-0.061837693,-0.255939983,0.019151576,15.56508778
E01025897,0.116746651,-0.187289629,-0.177986501,0.102650869,14.69983461
E01025898,0.13066136,-1.508749009,-0.26308132,0.141068367,12.12743947
E01025899,-0.470418194,0.233011434,0.017597741,0.778169302,20.66813401
E01025900,0.209044133,-0.703212597,-0.197396214,0.082733505,13.36230208
E01025901,0.330087024,0.224308854,-0.084454309,-0.182061769,18.08875257
E01025902,0.301898259,-0.121222069,-0.062355262,-0.299582827,15.00358117
E01025903,-0.651155578,0.061115764,-0.033906508,0.583461161,16.84640761
E01025904,0.603836066,-0.096378001,-0.161203952,-0.329594065,16.98147841
E01025905,0.316252904,0.003288291,0.100148397,-0.06641511,17.74335421
E01025906,0.805146196,-0.565290594,0.030452696,-0.673035477,16.695908
E01025907,-0.256968339,-0.110903269,-0.390532411,0.026046554,11.83913168
E01025908,-0.560827954,-0.434376519,-0.309811698,0.516114333,12.80135587
E01025909,1.784640095,0.195619348,-0.275960929,-1.543350899,27.1644904
E01025910,1.766023074,-0.074023569,-0.543168625,-1.492930147,24.15111141
E01025911,1.354847903,-0.10836099,-0.379959509,-1.337262515,20.40963064
E01025912,2.185984079,-0.35225748,-0.332341709,-1.872228821,26.80968535
E01025913,1.710694486,-0.059304351,-0.236594156,-1.348552066,24.76230995
E01025914,0.84455307,0.755899853,0.153963354,-0.679738546,28.40069695
E01025915,-0.085170384,1.095173712,0.12325502,0.36549692,32.11261487
E01025916,-0.0963785,1.385804122,0.066431442,-0.353586331,32.44466149
E01025917,0.680162357,1.352248574,0.097178266,-0.594494959,37.06733254
E01025918,0.078722908,1.408714127,-0.053919475,-0.295894702,33.35424629
E01025919,0.593467481,0.611030327,0.074028688,-0.552068318,24.00802034
E01025920,0.220824634,1.192126867,-0.006116394,-0.294829035,31.37366107
E01025921,0.677564821,1.124960568,0.032663187,-0.498148192,33.45371031
E01025923,1.344354415,0.016338779,0.246620406,-1.08422725,24.41308968
E01025924,1.65439906,0.119845973,0.259377631,-1.473568705,27.93998317
E01025925,0.84961099,0.493937001,0.655027401,-0.285552766,29.56485542
E01025926,0.981227353,0.382825912,0.306666917,-0.344207396,26.50566052
E01025927,0.640155048,0.417973915,0.429459121,-0.141763035,25.84157806
E01025928,0.693903952,0.148173916,0.550736809,0.365502734,27.56615287
E01025929,-0.139761143,0.483432959,0.379347726,-0.186504881,20.47324857
E01025930,-0.284898044,1.008981201,0.236080406,0.996782136,35.35024078
E01025931,-0.3152606,0.851737104,-0.02202215,0.648396178,27.8378233
E01025932,0.510818628,0.123076134,0.303859455,-0.770348779,19.21214006
E01025933,0.429720182,0.502982377,0.221983974,-0.850265563,21.60069361
E01025934,0.583833003,0.438296653,0.348485173,-0.944249367,22.83218602
E01025935,0.532045916,0.081494281,0.30711012,-0.797777948,19.02980872
E01025936,0.634346454,0.027339447,0.542855327,-0.778872866,21.26794282
E01025937,0.496206064,0.606415943,0.019624888,-0.545046741,22.87642746
E01025938,0.884099059,0.265059702,-0.035237922,-0.651731468,21.67174821
E01025939,1.350049879,1.131308527,0.310662295,-1.139983831,39.69253996
E01025940,0.811707858,0.117476419,-0.087496663,-0.995427481,18.9761587
E01025941,1.350884673,-0.166957967,-0.246060247,-1.110078256,20.7807962
E01025942,0.572900486,0.143599377,-0.078685401,-0.873053956,17.45560429
E01025943,0.031518365,0.435666513,-0.207120643,-0.768390122,15.85647096
E01025944,1.421979884,-0.13500119,0.514856649,-1.13368975,26.14403585
E01025945,0.656271794,-0.433779506,0.841339216,-1.065551286,21.01230557
E01025946,0.254826553,-0.423646697,0.765266898,-1.113584554,17.21788108
E01025947,0.857368875,-0.098755747,-0.098646047,-1.726662793,17.14884418
E01025948,0.932795743,0.671195647,-0.015702362,-1.619284035,25.69701974
E01025949,0.108867164,-0.176448106,0.051358976,-1.630249081,11.69249265
E01025950,1.266869827,-0.139621381,0.003249234,-1.064439932,21.28615075
E01025951,1.550387296,-0.418086542,-0.078002065,-1.341474253,22.19995473
E01025952,1.155334,0.022647243,0.125196124,-0.93130194,22.15906565
E01025953,1.561873704,-0.780767958,0.010280969,-1.498422274,21.67604059
E01025954,1.504475613,-0.77348964,-0.143444491,-1.335119113,20.50016104
E01025955,1.329399962,-0.139297615,-0.068229018,-0.911441348,21.75594135
E01025956,1.089065066,-0.40209554,-0.00692652,-0.732308438,19.10620864
E01025957,-0.058650407,0.880102504,0.081312103,0.645356803,30.0825208
E01025958,0.870480899,0.581857959,0.155115238,-0.574397614,26.27081163
E01025959,0.465984459,0.627233964,-0.04741081,-0.068822217,24.32602324
E01025960,0.899907829,0.233713879,0.149996987,-1.170358041,21.71169261
E01025961,0.512610722,0.375563732,0.198585569,-0.971538249,20.48134149
E01025962,0.972823143,0.251061803,0.108971187,-1.199443614,22.14963332
E01025963,1.535221571,0.301039196,0.195752282,-1.376539393,28.04528156
E01025964,1.347807876,-0.722808851,0.142631311,-1.218257834,20.6118495
E01025965,1.131335776,-0.657530917,0.186084035,-1.082579406,19.22073273
E01025966,0.598336655,-0.797943393,0.348996024,-0.818569772,16.21043411
E01025967,0.75006857,-0.118707268,0.464583022,-0.557336368,21.14271655
E01025968,0.548169388,-0.109964503,0.303206357,-0.99321497,17.55832032
E01025969,0.445017744,-0.388118565,0.447758365,-0.769315857,16.8741371
E01025970,0.240474787,1.148358383,-0.198506014,-0.265165964,30.07297454
E01025971,-0.434574053,1.018718491,-0.030194768,0.27929808,27.69229316
E01025972,-0.158540907,0.90269185,0.176325889,-0.337565359,24.64250105
E01025973,0.001782673,0.054497329,0.315228632,-0.033960606,17.4861096
E01025974,-0.604617748,0.490977205,0.297114648,0.397824288,21.58429255
E01025975,-0.286224924,0.46606607,0.160505108,0.226081605,20.34147041
E01025976,-0.563151216,0.644702229,0.176325889,0.465395583,23.31953312
E01025977,-0.8233282,1.27692842,0.37777928,0.463289226,34.90365941
E01025978,-0.636708949,0.956101538,-0.041521488,0.564359725,27.9008479
E01025979,-0.619952049,1.020281589,0.076669242,0.164638211,26.98518052
E01025980,-0.350836943,1.061617629,0.161598782,-0.138518687,27.52476807
E01025981,-0.285490421,1.102891645,0.014815218,-0.164055033,27.67365913
E01025982,0.676571583,1.071977605,-0.101393228,-0.395707449,32.11003468
E01025983,0.316200391,1.104569246,-0.019288416,-0.300824202,30.60138399
E01025984,0.61277458,0.975992967,-0.187078117,-0.232644873,29.94578762
E01025985,0.131698042,0.56178278,0.239134971,0.04357292,23.16086392
E01025986,-0.13237588,0.382236032,0.25460457,0.346974971,21.5095655
E01025987,-0.450035282,0.372509966,0.162436113,1.469584328,29.6266179
E01025988,-0.221228812,-0.816284772,-0.105026386,0.531258592,14.06174657
E01025989,-0.106076192,0.370997374,-0.088971458,0.989749647,24.81785542
E01025990,-0.46667927,0.282486799,-0.099782318,0.037665416,15.23282556
E01025991,0.08257472,-0.244085041,-0.137572961,-0.282887545,12.54543654
E01025992,-0.838081625,0.304737625,0.101701927,0.561966807,19.04671083
E01025993,-0.252588003,0.259862419,-0.080655918,0.068380551,16.09284465
E01025994,-0.198288324,0.230153313,0.198682011,0.160664358,18.14191814
E01025995,-0.168030562,0.569481035,0.456015636,0.704410825,27.71961338
E01025997,-0.073673044,0.190702387,0.393875013,0.315956921,20.76241788
E01025998,0.616152979,-0.086544198,-0.176143667,-0.491266547,16.56964491
E01025999,-0.04412422,0.433377877,0.18672511,0.254944516,21.51807984
E01026000,0.345356303,0.333533695,0.010734378,-0.159175978,19.81928982
E01026001,0.183747685,0.330329126,0.030806794,-0.051696688,19.20342037
E01026003,0.136755334,1.030665959,0.322552538,-0.001699807,31.26791898
E01026004,0.289361957,0.717728383,0.322552538,-0.04450869,26.67088592
E01026005,-0.173011302,0.478151296,0.322552538,0.686604296,25.46491636
E01026006,-0.775321426,-0.273922615,0.039498113,0.71946433,16.1302709
E01026007,1.470718081,0.334890605,-0.31680594,-1.305435056,25.34143808
E01026008,1.496929513,0.483381574,-0.282524717,-1.346186829,27.2644139
E01026009,1.462111085,0.064475376,-0.403312776,-1.46432159,22.46037789
E01026010,0.022825372,-0.457111782,-0.200767425,-0.319427963,10.91444156
E01026011,-0.302194714,-0.488376092,-0.147059089,-0.047099742,10.61167794
E01026012,0.251180258,0.353532115,0.300610763,-0.586146755,19.62088626
E01026013,0.496493793,0.290139002,0.211418114,-0.569965884,20.33886458
E01026014,1.257991534,0.260839928,-0.260155482,-1.155541163,22.84785334
E01026015,0.131346499,0.223697866,0.353618526,-0.329081976,18.66595439
E01026016,1.325682295,-0.152925553,-0.220931455,-1.862091199,20.14921322
E01026017,1.347656719,0.100215102,-0.181630918,-1.660265531,22.24059768
E01026018,1.073548665,-0.272741579,-0.229289302,-1.162406781,17.85165443
E01026019,0.256040184,0.255772782,-0.336463637,-1.237237981,14.37800133
E01026020,0.242071301,0.256379279,-0.184634125,-1.216987823,14.8917982
E01026021,-0.601290876,-0.792335061,0.293346607,0.269006263,13.1861436
E01026022,-0.049556994,-0.2170337,0.170966164,-0.110754101,14.23104239
E01026023,1.603273835,0.102621629,-0.41436956,-1.916027562,23.82524739
E01026024,1.494842082,0.704719639,-0.294192977,-1.770697207,29.89948284
E01026025,-1.51654406,0.03426003,0.239323975,1.774637926,28.46095467
E01026026,-0.636356951,-0.351967783,0.444760302,0.370453534,16.05786611
E01026027,0.077114418,-0.151309994,0.422793219,-0.193278092,16.70787822
E01026028,-0.538888804,-0.602283637,0.444760302,0.224554803,14.57083443
E01026029,0.690583842,-0.407393704,0.200200194,-0.602014196,17.37790168
